チャンネル名	クラス		テキスト
kaden-channel	1		日本ではどう広がる？　アマゾンの電子書籍サービスが年内に日本に登場
it-life-hack	0		懐かしのヒーローが続々！　名アニメーターが描くヒーローイラストが話題に
kaden-channel	1		進む自然エネルギーへの関心！　太陽電池の出荷が大幅に伸びる
kaden-channel	1		「超大型画面」は救世主となるか!?シャープが80型液晶テレビと電子看板用ディスプレーを立て続けに発表
it-life-hack	0		戦国武将が勢揃い！戦国RPG 真・戦国バスター
kaden-channel	1		スマホ率が急上昇中！　世界の携帯３割はスマホだった
kaden-channel	1		日立から節電と非常時の強い味方になる蓄電システム「エネタス」発売
it-life-hack	0		おはこんこん！今回は超特大のお知らせがあるよ
it-life-hack	0		無料サービスのほうがむしろ使える！個人利用のメールサービスを見直してみよう
kaden-channel	1		本格運用開始の「グーグル+」、中国では利用不可
kaden-channel	1		会議室から教室まで！　価格で汎用性の高い3D対応プロジェクターDELLから新発売
kaden-channel	1		プロジェクターもモバイルの時代、住友スリーエムからビデオカメラプロジェクター発売
kaden-channel	1		自由がない？　民主党が所属国会議員にツイッターやブログの自粛要請
kaden-channel	1		女性人気の高いミラーレスカメラはオリンパス「PEN E-P3」
kaden-channel	1		デリケートなスマホの扱い要注意！　破損の大きな原因と対策
kaden-channel	1		魁!! ビデオ道場　2012年１月号
it-life-hack	0		PS Vita 3G版ユーザーで何割のユーザーが3G通信を解約したか考えてみる
it-life-hack	0		着実な資産形成をイメージできる！ 日興アセットの「お金計算機」
it-life-hack	0		どこよりも詳しく解説！写真でみる世界最軽量Ultrabook、NEC「LaVie Z」
kaden-channel	1		たった４秒で測定完了！計測した体重は簡単にアプリやパソコンに転送！　オムロンが発売の体重計をチェック
it-life-hack	0		これで今日からExcelの達人！ビジネスに必須のExcel基本ワザ
it-life-hack	0		サービス終了後はどうなる！電子書籍は永遠に読めるのか
kaden-channel	1		「着る電気毛布」—広電(KODEN) ホットローブCWS-X180LA
kaden-channel	1		Nikon 1 V1の10倍ズームレンズの作例
it-life-hack	0		iPhoneをド派手に着飾れ！　個性派のためのセンサー付きイルミネーションケース
it-life-hack	0		“何かあったら知らせてくれる”安心をNASに！「NarSuS（ナーサス）」とは何ぞ？
it-life-hack	0		SNSも動画の時代へ！自動でカッコ良く動画編集＆投稿できるviddy
kaden-channel	1		冬休みだ！海外だ！iPhone使ったら高額請求書！を回避する方法
it-life-hack	0		診断ツールでパソコンを高速化！アプリで劇的に高速化するPC裏技
kaden-channel	1		忙しいオフィスで大活躍！超短焦点プロジェクター　リコーIPSiO(イプシオ) PJ WX4130N / WX4130
kaden-channel	1		電子黒板機能付きやワイヤレス、新世代液晶プロジェクター今度は日立から新商品
it-life-hack	0		アナタは五月病大丈夫？今の仕事がつくづくイヤになった時に読む本
kaden-channel	1		ついにスマホの充電ができる手回し充電ラジオ登場！—ソニー「ＩＣＦ−Ｂ０３」
kaden-channel	1		テレビ離れなんて関係ない！「家政婦のミタ」人気がすごすぎる！！
it-life-hack	0		2D動画を3Dに変換！Webから動画ダウンロードもできるソフトのレビューアー募集開始
it-life-hack	0		手軽にブログ更新がわかる！　ブログ更新チェックサイト「ひとくり」を試してみた
kaden-channel	1		パナソニック、ミラーレスタイプのデジタル一眼カメラ「ＤＭＣ−Ｇ５」を発売
it-life-hack	0		ケースによっては5千円も節約！　3G回線を使わずにWiMAXとWiFiオンリーでスマホ利用
it-life-hack	0		新型MBP登場で盛り上がったWWDC！ iPhone 5も7インチiPad miniもなし！
kaden-channel	1		通話機能にしか使わないなら無駄なスマートフォン
it-life-hack	0		驚くほど長寿命な無線式！3年半も電池交換が不要なマウス
kaden-channel	1		信頼できるかわからない！　SNSで婚活したくないと答えた人が８割
it-life-hack	0		写真魂のバトンリレー！GRデジタルをバトンに若き写真家たちの駅伝写真展がスタート
kaden-channel	1		みたままつりで「節電しろ〜」小林よしのりが献灯でアピール
kaden-channel	1		位置やアングルで写真は決まる！　いつもの写真をワンランクアップしてかわいい写真を撮る方法
kaden-channel	1		iPhone4Sユーザーに朗報！　アップルが「iOS5」の修正版配布でバッテリー問題が間もなく解決
kaden-channel	1		ズバズバ発言するフィフィのツイッターが話題！「政治家になってほしい」の声も
kaden-channel	1		レイプ犯がFacebookから逮捕！　犯人が警察に絡み、場所が判明
kaden-channel	1		交際宣言のナイナイ岡村がテレビで破局を報告！　原因は元カレ
it-life-hack	0		文字が超きれいなRetina Mac！文字にこだわるならこれしかないでしょ
kaden-channel	1		配達人がモニタを庭に投げ込む衝撃映像！　FedExは映像を社員教育に採用
it-life-hack	0		話題のスマホに強い味方！ドコモ MEDIAS ES N-05D用大型大容量バッテリー
it-life-hack	0		こんこん、ふぉっくす紺子だよ！紺子のぬいぐるみ、できたんだよ
it-life-hack	0		価格が安価で矯正を気づかれない！綺麗な歯並びになれる、歯列矯正の最前線
kaden-channel	1		３ＤＳみたいなグラスレス立体映像と写真をiPhone４／４Ｓで楽しもう！
kaden-channel	1		さまざまな「線量計」、本来の機能についておさらいしてみよう
it-life-hack	0		Word書類の余白が空きすぎてカッコ悪いときに調整する方法
kaden-channel	1		豪徳寺美鈴が待ちわびたお掃除ロボットは？　「家電の女」第三話を読んでみた
it-life-hack	0		Ultrabookをパワーアップ！　mSATA対応の小型SSDがマイクロンより登場
kaden-channel	1		パイオニアから3D映像に対応した簡単操作のブルーレイディスクプレーヤー新発売
kaden-channel	1		なんとソーラー電源で稼働！デジタルクッキングスケール「ＳＤ−００４」
kaden-channel	1		簡単、清潔！タイガー「スチーム式加湿器 ATC-A300」は電気ポット感覚でお手入れ簡単
it-life-hack	0		人気のスマホに強い味方！ドコモ GALAXY NEXUS SC-04D用大容量バッテリー
kaden-channel	1		渋い外観はそのままに、高画質なワイド撮影が可能になった！富士フィルムFinePix X100用、ワイドコンバージョンレンズ
it-life-hack	0		ネットワークダビング対応　ポータブルBDドライブのレビューアー10名を募集
it-life-hack	0		脳科学者 茂木氏も登場！教育とテクノロジーの祭典を開催へ
kaden-channel	1		寒い冬もスマホが快適に使える！　今週の「週間アスキー」の付録は「超ぬくぬくスマホてぶくろ」
it-life-hack	0		シマンテックより警告！　メールアドレスを収集する危険なアプリに要注意！
it-life-hack	0		ふぉっくす紺子だよ！紺子ぬいぐるみ、みんなのところに行けるといいなぁ
kaden-channel	1		iPhoneの同期に要注意！　家族団らんが崩壊したとの報告あり
kaden-channel	1		iPhoneユーザー予想外！　iOSアップデートでもバッテリー問題が解決しない！？
kaden-channel	1		街のビデオ屋目線のTest Room
kaden-channel	1		録画したいほど見たいテレビ番組がない？　録画機を買わない理由がネットで討論
it-life-hack	0		将来のノートパソコンの厚みは? 薄型化の限界はどこまで
it-life-hack	0		デルの新Ultrabookは光学ドライブ付き！14.3インチディスプレイの「Inspiron 14z」登場
it-life-hack	0		Ultrabook最大の弱点を裏技で克服！会社や自宅で最強PC環境を作ろう
it-life-hack	0		リミッター解除のグラボ登場！MSIよりクロックアップの制限を解除したRadeon HD 7970搭載カード
it-life-hack	0		いつでもどこでも自分専用環境！　Ubuntu起動ができるUSBメモリーを作成！
it-life-hack	0		おはこんこん、ふぉっくす紺子です！オリジナルグッズがアキバ進出だよ
kaden-channel	1		スティーブ・ジョブズが広告業界で「名誉の殿堂」入り！【話題】　
it-life-hack	0		複数の大手２ちゃんねるまとめサイトに転載禁止の通達！残ったサイトとの違い
it-life-hack	0		何これ欲しい！のキーボード登場！　エレコムのレーザー投影式キーボード
kaden-channel	1		iPhoneの値段が高すぎる！　急成長するブラジルに家電メーカーが国内工場や子会社を作るわけ
kaden-channel	1		正しい歯磨き方法をコーチしてくれるブラウン電動歯ブラシオーラルBプレミアムモデル新発売
it-life-hack	0		本日のGoogleロゴは砲丸投　Googleロゴがスポーツ関連画像に変化第五弾
kaden-channel	1		日本の首都は吉野家で首相はキティちゃん！？　アンサイクロペディアの日本の項目がおもしろい
kaden-channel	1		スプレーするだけで、何でも電池にできるペンキ
it-life-hack	0		タッチにも対応！ワコム、プロ向けペンタブレット「Intuos5」 が凄い
kaden-channel	1		お前が言うな？　ミヤネ屋の塩谷報道に突っ込み殺到
kaden-channel	1		クリスマスはテレビを見よう！実は恋人と過ごす人はたった18.6%…切ない夜を笑いで吹き飛ばしたい人は「すべらない話」第21弾がオススメ
kaden-channel	1		セミナーレポート 「EOS MOVIEセミナー〜EOS MOVIEで広がる映像の世界」
it-life-hack	0		USB機器を家族で使える！無線LAN対応USBデバイスサーバー「WN-DS/US」のレビューアーを募集
it-life-hack	0		オシャレなページで情報発信！Tumblrのデザインを設定してみよう
kaden-channel	1		町でどんどんモバイル充電しよう—パナソニック「無接点対応USBモバイル電源」QE-PL301
it-life-hack	0		コペルニクス的転回的なGPU登場！ITニュースの1週間を振り返る
it-life-hack	0		製造業界に激震か！国内唯一のDRAMメーカーであったエルピーダが倒産
kaden-channel	1		今や照明と言えばLEDが常識！続々登場するLEDシーリングライトの新製品
kaden-channel	1		超音波で洗浄、オゾンで除菌—野菜洗浄器「くりん棒」
it-life-hack	0		そういうことか！Googleロゴが絵画である理由
it-life-hack	0		Ubuntuをこまめにアップデート 専用ソフトで安全・安心に行える
kaden-channel	1		業界初！　富士通など、自社回収したＣＤ／ＤＶＤをノートパソコンに再生利用
kaden-channel	1		出火の恐れあり！　ソニーが「ブラビア」18万台を点検・修理
it-life-hack	0		ジメっとした気分を吹き飛ばせ！　いまが見ごろ、鎌倉の紫陽花写真の数々
kaden-channel	1		おっきくなっちゃう？　次期iPhoneにまつわる噂
kaden-channel	1		あのタモリさんが不機嫌になり危うく放送事故！　総集編が気になる「笑っていいとも！」
kaden-channel	1		ソニーは過去最大の赤字で１万人リストラ...　家電業界の凋落はとまらないのか
it-life-hack	0		バージョンアップは提供されるのか? Android端末の選び方
kaden-channel	1		東芝からロボット掃除機「Ｓｍａｒｂｏ(スマーボ)　ＶＣ−ＲＢ１００」が発売に
it-life-hack	0		"毎月1,500円がタダ！お金をかけずにドラマや映画を見まくる方法"
it-life-hack	0		少し古いマシンに向くSSD登場！ マイクロンよりSATA2.0に最適化されたSSD
it-life-hack	0		1ページに表示する投稿数を読みやすく調整するtumblrワザ
kaden-channel	1		寝るときに？　移動中に？　実は使いにくいとの声も多いiPadのおススメ利用法
it-life-hack	0		もちろん見てきました！デルがはなつUltrabookの本命！写真で見てもカッコイイ「XPS 13」
it-life-hack	0		auスマホの新モデルを5秒で解説！「au発表会2012 Summer」速報
kaden-channel	1		次に来るのはパカパカiPhone！？　アップルが新たに行った特許申請に夢が広がる
kaden-channel	1		「何の自信も持てない」視聴率がとれず自信喪失のAKB前田敦子に同情の声
kaden-channel	1		ネコでもわかる！「新しい」iPadはここが新しい!!
kaden-channel	1		「電力使用状況グラフ」にダマされるな
it-life-hack	0		最近使ったファイルをキー操作だけで素早く開く
it-life-hack	0		最近使ったファイルを素早くスタートメニューから開く
it-life-hack	0		不屈の精神力を持っているか！孫社長の格言的な言葉が話題
it-life-hack	0		テレビ録画もガラパゴス化 日本にしか無いテレビ録画機市場
kaden-channel	1		ついにケーブル不要？ 無線での高速データ送受信実現か　東京工業大学とソニーが世界最高速のミリ波無線用LSIを共同開発
kaden-channel	1		「ハリポタ」抜き１位！　英国版アマゾンで最も売れた本は官能小説！
it-life-hack	0		進化するUltrabook　全部入りUltrabookにテカテカ液晶モデルが追加
kaden-channel	1		パナソニックが力を入れる「ビューティ」家電
it-life-hack	0		3万円台のコンパクトベアボーン　ZOTACのベアボーンに新モデルが登場
it-life-hack	0		ネット上の無断転載を巡る議論　無断転載はされて当然という意見にTwitterが騒然
it-life-hack	0		UbuntuでOffice互換ソフトを使う OpenOfficeをめぐるあれこれ
it-life-hack	0		ThinkPadをNECで生産へ 2012年秋より日本で試験生産
kaden-channel	1		独自のフシギな世界が展開！　吉高由里子のツイッターが気になる
kaden-channel	1		災害時、遠隔地でも通信を確保！　法人向けレンタルと販売開始—イリジウム衛星携帯電話のＧＰＳ機能搭載モデルＫＤＤＩ「Ｅｘｔｒｅｍｅ」
kaden-channel	1		ジョブズ構想のテレビがアップルから登場か
it-life-hack	0		話題のスマホの駆動時間をのばす！ドコモ REGZA Phone T-01用大容量バッテリー
kaden-channel	1		ミラーレス一眼のメリット・デメリットとは？
kaden-channel	1		日本に進出する中国家電メーカー！　OEM供給ではすっかり定着
kaden-channel	1		ソニーが示すコンセントの未来コンセプト!? —FeliCaがユーザーや機器、電気使用量もコントロール
it-life-hack	0		同じ趣味の人を紹介し合おう　Facebookで広げる友達の輪
it-life-hack	0		インテル社長の自作PCまとめ 吉田社長の個性的な自作機
kaden-channel	1		大型サイズはいかが？シャープから「AQUOS　クアトロン　３D」70型が発売に
it-life-hack	0		常識を塗り替える軽いUltrabook！新製品ラッシュの1日を振り返る
kaden-channel	1		三菱電機、ＬＥＤ照明の新ブランド「ミライエ」を展開
kaden-channel	1		コダックが大ピンチ！　なんと毎月54億円の大赤字
kaden-channel	1		パナソニック、人気の3Dビエラ「GT3シリーズ」に55V型も登場
it-life-hack	0		快適化前に最低限しておきたい設定
it-life-hack	0		twitterの写真のほうがカッコいい！孫社長 Facebook開始宣言が話題
kaden-channel	1		中の人はこんなに大変！　クリスマス商戦でアマゾン倉庫は大忙しに
kaden-channel	1		iPhoneだけじゃない！！　サムスンの「GALAXY S II」もいきなり発火
it-life-hack	0		歌＋歌＝歌　見事な才能に感嘆！え？二曲を同時再生するとまったく別の曲が！
it-life-hack	0		アナログとデジタルの融合。旧と新の技術が出会った不思議な写真空間
kaden-channel	1		PS Vitaをいち早く体験するチャンス！　「東京ゲームショウ2011」開幕中
kaden-channel	1		米アマゾンが発表のタブレットは「キンドル・ファイア」！　気になる価格はiPadの半額
kaden-channel	1		やっぱり使いにくい！　スマホからガラケーに戻す人が多いらしい!?
it-life-hack	0		プレゼンのジェスチャーの参考に！ AMD CEOのパワフルなプレゼンテクニック
it-life-hack	0		ホットピンクの天板がまぶしいっ！ ASUSTeKが春モデルノート第2弾を発表
kaden-channel	1		すぐに暖まって美肌にも効果的なシャーププラズマクラスターエアコン「ＳＸシリーズ」新発売
kaden-channel	1		"どうしたmixi！　減収減益で最終損益は61.6％減の４億7,400万円"
kaden-channel	1		食洗機がウチ飲みビールをおいしくする！—パナソニックが検証
it-life-hack	0		韓国・台湾に続くのは中国！世界に躍り出たZTEの日本侵食は避けられない
it-life-hack	0		もう糞アプリとは呼ばせない！これはもはや芸術だ
kaden-channel	1		オタクは大人のカラダになれない！　幼児体型が増加中！？　
it-life-hack	0		こんこん、ふぉっくす紺子だよ！暑中見舞いカードを無料配布してます
kaden-channel	1		パナソニックが新「エコナビ」キャンペーンを開始！ナビゲーターに吉瀬美智子さん
kaden-channel	1		無線LANと体重計で「はかるだけ」も手間なしダイエット
kaden-channel	1		家庭菜園の流行で注目！　初心者や女性にもぴったりな軽くて使いやすい「ミニ耕運機　ＬＧＣ１２０」
it-life-hack	0		スマホで使えるNASに新モデル！　挑戦者の自作NASキット「RockDisk」にHDD入りモデル登場
it-life-hack	0		ブラウザカスタマイズのポイント解説　Firefox＆Chrome使いこなし術まとめ
kaden-channel	1		「上からマリコ」はやっぱりサディスティックだった！　AKB前田敦子がツイッターでネタにされる
kaden-channel	1		家庭円満のコツはITにあり!?　オンラインの活用は家族間のコミュニケーションを満足させる
kaden-channel	1		スマホやタブレットで高音質サウンドをコントロールするAVアンプ—ヤマハ　ＡＶレシーバー　『ＲＸ−Ｖ５７３』
kaden-channel	1		パナソニックAG-AC160、1080/60p記録にも対応
kaden-channel	1		店頭で口コミをささっとチェック！　食品のバーコードをスキャンするiPhone/Androidアプリは「もぐナビ」
kaden-channel	1		ノイズキャンセリングでiPhoneの通話・音楽に集中できる—Creative HN-900
it-life-hack	0		Appleとの一騎打ちに死角？スマホシェア1位Samsungが抱える激動の2012年
it-life-hack	0		Facebookの意外と知らない裏ワザ！ビジネスユーザーに役立つPC活用術
it-life-hack	0		デザイン変更や調整テクニック　Tumblr使いこなしテクニック
kaden-channel	1		マリオがたくさん！　ゲームの発売を記念してショッピングセンターでお祭り騒ぎ
it-life-hack	0		キンドルの3G回線は無料で使える！書籍購入以外にも使い放題
it-life-hack	0		21日は金環食を見よう！　ニコ生やUSTでも25年ぶりの金環食を配信予定
it-life-hack	0		こんこん、ふぉっくす紺子だよ！お花見日和なのに、おしごと
it-life-hack	0		冷房なしでは低温やけどしそうな熱さ！ 発熱は他製品と同じMacBook Pro Retinaディスプレイモデル
it-life-hack	0		叩いてもひっかいてもOK！iPhone液晶を保護するスクリーンプロテクター
it-life-hack	0		iPhoneからどこでもOffice書類にアクセス　SkyeDriveを徹底活用
it-life-hack	0		ドラクエXで遊ぶのに必要な物 PCの周辺機器を流用できる
kaden-channel	1		Test Report タスカム US-125M［USBオーディオインターフェイス］
kaden-channel	1		耳の内側でふんばる、けなげなスポーツヘッドホン『HP-S20』でイライラ解消！
kaden-channel	1		収入低下！　無料通話サービスでケイタイ会社がヤバい？
it-life-hack	0		“3”も“HD”もなかった！　製品名は何と新しい「iPad」
it-life-hack	0		コンパクトケース対応のGTX 670！　ツインクーラーで全長の短いGeForce GTX 670搭載グラボ
kaden-channel	1		高橋名人も苦言！　買ったばかりのPS Vitaがトラブル続きで不満殺到
it-life-hack	0		地方の元気が日本の元気に！「ニコニコ町会議」佐賀県唐津市呼子町に1万6千人が来場
it-life-hack	0		その被害は数百万人以上？ 個人情報ぶっこ抜きの不審なAndroidアプリの顛末
kaden-channel	1		オリオン電機から発売！　USB接続HDDへ録画対応液晶テレビ
it-life-hack	0		ニコニコ超会議振り返り第二段　ユーザー生放送の人気のスゴさを実感
it-life-hack	0		楽しくリズム感覚が身につく「おやこでリズムえほんプラス」
it-life-hack	0		これでぐっすり！早く眠れる睡眠導入アプリ 
kaden-channel	1		気になってゆっくり休めない？　ホリデー中に仕事メールをチェックする人は７０％
it-life-hack	0		ニュースやメールをいつでもチェック！　Chromeをカスタマイズしよう
kaden-channel	1		好きなところを温めてほぐすマッサージ器は車載もOK!
kaden-channel	1		冷える日本列島！　寒い年末年始をぬくぬく過ごせる便利グッズ
it-life-hack	0		ゲーム機に必要なストレージ容量は？ ダウンロード販売が本格化
kaden-channel	1		東芝、ルートを覚えて４回掃除するスマートロボットクリーナーを発売
kaden-channel	1		ネットの世界は好景気？　オンラインゲームで１０万円のアイテムが２０００個売れた
it-life-hack	0		23年ぶりの天体ショー再び！  14日未明は金星食を観測しよう！
kaden-channel	1		効果的な節電のために！　朝日電器が電気の無駄使いをチェックできる「エコキーパー」を新発売
kaden-channel	1		東電リストラ！　クビを切られたのは人気キャラクター「でんこちゃん」だった
kaden-channel	1		冬の節電対策は夏のうちに
kaden-channel	1		2月記事連動「音の編集講座」効果
kaden-channel	1		夜空を見上げよう！　天文写真の撮影に再挑戦
kaden-channel	1		"オープンしたての「Apple Store, Grand Central」の様子が公開！　オープン前には行列ができる大賑わい"
kaden-channel	1		Hulu、ついに待望のApple TVに対応！　一周年記念で「Hulu アンバサダープロジェクト」 もスタート
it-life-hack	0		新型iPad情報でビンゴも！ITのいまを伝える【デジ通】まとめ読み
kaden-channel	1		人気アイドルが被害に！　防犯カメラの画像がツイッターにさらされる【話題】　
it-life-hack	0		Windows8、Retina Mac情報　PCの情報に精通するデジ通の原点
it-life-hack	0		行間を読む　翻訳のされ方で大きく印象が変わる言葉の難しさ
it-life-hack	0		最新バージョンに追いつくことはできる？ Android端末選択指南
it-life-hack	0		どうやって撮ったの？コンデジで驚きの不思議な写真「Naked Flower（裸の花）」
kaden-channel	1		紙に書いた内容をデジタルでも保存できる！ワコムがデジタルボールペン「Inkling」発表
it-life-hack	0		アイコンを変更してフォルダーを目立たせる
it-life-hack	0		通信プラットフォーム企画会社の清算に見る次世代LTE開発の行方
kaden-channel	1		笑いありマジメなコメントあり・・・ハム太郎公式ツイッターが大人気
kaden-channel	1		これは便利！ありそうでなかった電動ホチキス＆電動パンチ、サンワサプライから発売
it-life-hack	0		iPhone版Google Drive体験レポ！情報満載の1日を振り返る
kaden-channel	1		無線LAN搭載のミラーレス一眼！　ソニーが「NEX-5R」を海外発表
kaden-channel	1		AndroidでGoogle+を使うのが気に入ってきたワケ
kaden-channel	1		今日から役立つ、実践ムービーカメラ講座
it-life-hack	0		本音トークが炸裂！これが「Android ライターサミット」だ
kaden-channel	1		シングル７００人が参加！　ロンブー淳のお見合い企画はまた盛況！
kaden-channel	1		プライバシーについてもう一度見直しを！　フェイスブック利用者に要注意
kaden-channel	1		村上春樹はじめてのCM！　箱根駅伝で２日間の限定放送
kaden-channel	1		女の子は誰でも好きな「ガチピンク」！人気モデルがドコモのスマホをアピール
kaden-channel	1		脚本家がネタバレしちゃった！？　「家政婦のミタ」が今夜ついに最終回
it-life-hack	0		ソフトバンクのスマホに強い味方！ソフトバンク AQUOS PHONE 102SH対応大容量バッテリー
kaden-channel	1		目に見えない「透明マント」光学素子が、 映像機器を変える
it-life-hack	0		ウェブセキュリティの向上を目指すOWASPとは 
it-life-hack	0		PS Vita 3G版で3G解約は何割？情報満載の1日を振り返る
kaden-channel	1		使える素材から伝えたいメッセージを効果的にまとめる。編集のお仕事
it-life-hack	0		インテル最新プロセッサが登場！ 新Ultrabookへの採用はいつ? 
kaden-channel	1		関電の節電要請は２２日で終了
kaden-channel	1		ネットはバカ発見器？　SNSの普及で拡大する実名制に要注意
kaden-channel	1		選手のゲームができるかも!?　「横浜DeNAベイスターズ」がついに誕生へ
kaden-channel	1		魁!! ビデオ道場　2012年２月号
it-life-hack	0		カワイイけど難しい“カワむず”なパズルゲーム「ねこずらし」が楽しい
kaden-channel	1		写真を合成してより自然な１枚を作る！「ハイダイナミックレンジ合成」に挑戦
it-life-hack	0		2年間で20万円超のスマホ料金！？ 音声専用契約からの変更では何と6倍に
it-life-hack	0		外出先で録りためたビデオを見る！クラウドの動画ライブラリを作ろう
it-life-hack	0		今度は大丈夫？ iPhoneで24時間無料のWi-Fi！「LAWSON Wi-Fiサービス」が大幅アップデート
it-life-hack	0		自然災害だからと諦めない！　災害救助法適用地区に関する特別サービスを利用しよう
it-life-hack	0		え？コミュ障？　それでも平気！ どんな人とも10秒でうちとけて話せる本
it-life-hack	0		電波監理審議会が答申！プラチナバンド900MHz帯はソフトバンクへ
kaden-channel	1		時間つぶしに有効？　ゲーセンに設置されている一人用カラオケボックス
kaden-channel	1		きっかけは知事のつぶやき！　ジョジョの荒木飛呂彦氏イラストで岩手県HPがダウン
it-life-hack	0		ファーストサーバがまたも謝罪！復元時に他人の情報を漏えいか
kaden-channel	1		来春開局のスマホ向け放送局「NOTTV」は今までのテレビと何が違うのか？
kaden-channel	1		センター試験終了！　受験生ファンに眞鍋かをりが的確なアドバイスをしていた
it-life-hack	0		「ゴミ箱に入れるだけ」ではない！アプリ関連ファイルの削除を確実に - Mac必須アプリ (5)
kaden-channel	1		スマホを買ったらまずFacebook？　Androidユーザーがよく使うアプリはアプリストアとFacebook
it-life-hack	0		Facebookで友達宛にコメントを付けたことを知らせたい
it-life-hack	0		電子ブックリーダー「kobo Touch」の実機が見られる！楽天が大手書店と連携した理由
kaden-channel	1		充電中の青い光が美しい！　サンワサプライ「光るiPhone・iPad USBケーブル」
it-life-hack	0		スマホライフスタイルを提案！KDDI 甘田氏が語る、関西KDDIの強さの秘密
it-life-hack	0		「すぐつく」の機能は微妙に異なる！テレビ機能の競い合い続く国産PC
kaden-channel	1		アルインコ、イスにセットして使う「どこでもマッサージャー　モミっくすキングＮＥＯ」を発売
kaden-channel	1		DaVinci Resolve Lite 8.1 でノードが無制限に！
it-life-hack	0		龍馬がいたら原発はどうなる？孫社長の問い掛けに賛否両論
kaden-channel	1		待望のEOS 5D Mark III、動画の進化のポイントは？
kaden-channel	1		感覚・体験を共有する　タッチ・インターネットが拓く未来（３）
it-life-hack	0		何これキモい！　ツイッターのTLの合間に出てくる怪しい生物画像が話題に
kaden-channel	1		押すとしゃべる！　テレ東が「ピカチュウリモコン」を７，７７７名にプレゼント！
it-life-hack	0		かっこ良すぎるまな板！　アスクよりAerocoolの「Strike-X AIR」登場
kaden-channel	1		スタイリングってなに？　いつもの写真をワンランクアップ！　かわいい写真を撮る方法
it-life-hack	0		クリエイターと読者が創るソーシャル時代の電子書籍サービス「Yomuca」
kaden-channel	1		パナソニックが交通事故のない未来へ大きな一歩—夜間や悪天候でも車両と人をクッキリ検出できるミリ波レーダー技術を開発
it-life-hack	0		この谷間写真は誰得？　Twitterのハッシュタグ「#女子谷間晒し祭」で大いに盛り上がる
kaden-channel	1		テレビ業界が迷走中・・・課題を抱えたスマートテレビの普及はどうなる？
kaden-channel	1		今年は秋冬も節電！岩谷産業の「カセットガスストーブ」は持ち運びも便利
it-life-hack	0		今年の夏は湘南とお台場へGo！　ニコニコ神社、夏の出張はお台場と海の家
it-life-hack	0		ウィンドウを拡大し自在に動かす！プレゼンからPC操作の説明まで使える「ZoomIT」
it-life-hack	0		毎日数十万番組！ニコニコ生放送の放送番組数が1億番組を突破
it-life-hack	0		出席者の数がすぐにわかるExcelワザ
kaden-channel	1		YES！　高須度チェック！　予想の斜め上を行く高須クリニックのスペシャルサイトに困惑
kaden-channel	1		「一番アカン日！」司会の今田耕司も嘆くフジテレビの大晦日は大コケ！　視聴率はまさかの一桁
it-life-hack	0		電子書籍では何が重要なのか？ 本格化する日本の電子書籍
kaden-channel	1		パスポートがなくてももう大丈夫？　iPadで入国できちゃった！
kaden-channel	1		人気マンガで視聴率を取れるか！？　「孤独のグルメ」実写ドラマ化に早くも大注目
it-life-hack	0		定番スキャナがiPhone＆スマホに対応！　iPhoneやAndroidからスキャンできるScanSnap登場
it-life-hack	0		入社3年後の定着率9割以上！孫社長の雇用発言がネットで話題
it-life-hack	0		シンプル・スリム！スタンドやiPhoneを張り付ける不思議なマグネットスタンド&カバーケース
kaden-channel	1		約2倍の広さで日本最大級規模！　ヨドバシカメラ梅田店が新ビルを建設へ
it-life-hack	0		旅行に行く人へチャンス！海外パケット定額使い放題サービスのレビューアー10名を募集
kaden-channel	1		クリスマスはテレビを見よう！　クリスマスを恨めしく思う女子はイブの夜に「祝女」スペシャルがおすすめ
kaden-channel	1		ウサギから最後のお願い「あけおめメールは午前２時まで控えて！」　各キャリアがお願い
it-life-hack	0		入力し直し不要！　Excelで表の行と列を入れ替える
it-life-hack	0		転売厨に要注意！　創刊当日に休刊が決定したコミック雑誌がamazonで高値で転売される
it-life-hack	0		スクラップブックが簡単にできる！写真加工アプリ
it-life-hack	0		ガガを聴きながら毎朝歯磨き！　レディー・ガガ　シンギングトゥースブラシ独占先行販売
kaden-channel	1		楽天が電子書籍に本腰！　カナダの電子書籍企業「Kobo」社を買収
it-life-hack	0		おはこんこん、アキバ大好き！祭りだよ
it-life-hack	0		PCレスで地デジ視聴！地デジチューナー搭載の無線LANルーター
it-life-hack	0		マイクロソフトが方針転換を始めた！マイクロソフトの独自タブレット
kaden-channel	1		三菱電機から2つのセンサーで自動的に節電可能な頼もしい冷蔵庫「RXシリーズ」が新発売
it-life-hack	0		企業の業績と戦略をiPadでチェック！「IR資料・会社資料ダウンロードサービス」
kaden-channel	1		「OLYMPUS Viewer 2」のバージョンアッププログラム明日公開
it-life-hack	0		おはこんこん、ふぉっくす紺子だよ！新しいおしらせ
it-life-hack	0		連続入力するデータを自分で作っちゃおう！　Excel便利ワザ
kaden-channel	1		テレビ離れを阻止せよ！日立から偏向方式3D対応、高画質・省エネ性アップの「Wooo」新機種発売
it-life-hack	0		プレイ可能なGoogleロゴ第四弾！　Googleロゴがスポーツ関連画像に変化第十一弾
kaden-channel	1		斬新なデザインで実用機能充実のピコプロジェクター「i Show」登場
kaden-channel	1		予想外？　iPhone4S購入のユーザーで20％は購入を後悔
